48.4825,-88.7561,0.00523599,0.608,-2824.21,-64631,-64559,-17.9285,-25.8159
48.5065,-88.7575,0.0010472,0.668,-175.583,-64630,-64558,-19.2467,-25.6315
48.5305,-88.7575,0.00837758,0.646,-10.9594,-64630,-64559,-19.5104,-26.2434
48.5545,-88.7561,0.0219911,0.56,-0.706733,-64630,-64558,-18.7194,-26.6471
48.5785,-88.7575,-0.0146608,0.609,-0.153133,-64630,-64558,-18.9831,-28.4038
48.6025,-88.7561,-0.00942478,0.612,0.0240934,-64631,-64559,-18.7194,-27.8633
48.6265,-88.7575,0.0219911,0.586,0.100932,-64631,-64560,-19.2467,-26.2637
48.6505,-88.7575,-0.0125664,0.587,0.300376,-64634,-64563,-18.7194,-21.5363
48.6745,-88.7575,0.0261799,0.555,-0.391282,-64631,-64559,-20.3014,-28.1289
48.6985,-88.7575,-0.00418879,0.538,0.0551049,-64631,-64554,-20.565,-26.8514
48.7225,-88.7575,-0.010472,0.534,0.0613465,-64632,-64564,-17.9285,-25.9202
48.7465,-88.7603,0.0167552,0.503,-0.212038,-64633,-64563,-19.2467,-29.3913
48.7705,-88.7548,0.0335103,0.517,-0.395161,-64628,-64553,-18.7194,-35.5332
48.7945,-88.7548,0.0293215,0.529,0.621303,-64629,-64557,-18.1921,-25.1461
48.8185,-88.7575,-0.0010472,0.566,0.657427,-64635,-64574,-17.4012,-15.1965
48.8425,-88.7616,0.0303687,0.479,-1.26693,-64628,-64552,-19.5104,-36.2282
48.8665,-88.7561,0.0198968,0.554,0.483379,-64625,-64546,-19.774,-27.1882
48.8905,-88.7575,-0.0314159,0.559,0.325694,-64633,-64567,-17.1375,-22.4341
48.9145,-88.7657,-0.0251327,0.643,-0.953001,-64635,-64558,-19.2467,-38.0847
48.9385,-88.7589,0.00628319,0.518,0.674101,-64631,-64555,-19.774,-26.2925
48.9625,-88.7534,0.0219911,0.473,-0.355564,-64629,-64557,-18.7194,-32.6833
48.9865,-88.763,-0.010472,0.62,0.925717,-64635,-64568,-17.1375,-17.4501
49.0105,-88.763,0.0230383,0.519,-0.962308,-64631,-64556,-17.1375,-34.5013
49.0355,-88.7548,0.0115192,0.541,0.104564,-64628,-64554,-18.7194,-31.7741
49.0595,-88.7575,-0.020944,0.526,0.67972,-64634,-64566,-18.7194,-20.9489
49.0835,-88.7616,-0.0219911,0.496,-1.05886,-64633,-64561,-19.5104,-38.6555
49.1075,-88.7603,0,0.528,1.19017,-64630,-64557,-20.0377,-18.4577
49.1315,-88.7575,-0.00942478,0.562,-0.41233,-64631,-64561,-15.8192,-26.2784
49.1555,-88.7589,-0.0251327,0.597,0.102675,-64633,-64560,-18.1921,-24.215
49.1795,-88.7589,0.00837758,0.497,0.24538,-64632,-64560,-21.356,-20.3711
49.2035,-88.7575,0.0219911,0.493,-0.935574,-64629,-64559,-19.2467,-35.6551
49.2275,-88.7589,-0.0115192,0.544,1.17884,-64632,-64563,-18.9831,-15.7636
49.2515,-88.7603,-0.00628319,0.531,-1.06008,-64633,-64561,-18.9831,-33.9886
49.2755,-88.7575,0.0303687,0.476,-0.00798738,-64631,-64559,-19.2467,-33.0571
49.2995,-88.7603,-0.0219911,0.593,0.915709,-64632,-64561,-19.5104,-18.3237
49.3235,-88.7603,-0.015708,0.57,-0.759564,-64633,-64561,-19.774,-31.453
49.3475,-88.7589,0.0261799,0.452,0.915513,-64631,-64562,-17.9285,-15.9717
49.3715,-88.7589,0.0188496,0.516,-0.907947,-64632,-64560,-20.8287,-31.4872
49.3955,-88.7603,0.0115192,0.477,0.61571,-64633,-64561,-19.2467,-20.6844
49.4195,-88.7575,0.0324631,0.458,-0.382714,-64632,-64559,-17.6648,-27.4555
49.4435,-88.763,-0.0178024,0.58,0.0453649,-64633,-64561,-18.9831,-26.3432
49.4675,-88.7603,-0.0251327,0.593,0.625557,-64632,-64560,-19.774,-16.3287
49.4915,-88.7561,0.00733038,0.451,-0.735095,-64631,-64559,-16.8739,-28.7736
49.5155,-88.7603,-0.0261799,0.569,0.473156,-64633,-64562,-17.9285,-20.4295
49.5395,-88.7589,0.00418879,0.494,-0.369872,-64632,-64561,-17.9285,-26.8503
49.5635,-88.7575,0.0314159,0.432,0.28246,-64631,-64558,-20.3014,-21.9383
49.5875,-88.7589,0,0.605,0.159167,-64633,-64562,-17.9285,-19.6613
49.6115,-88.7575,0.0324631,0.447,-0.22246,-64633,-64567,-18.1921,-23.3978
49.6355,-88.7548,0.00523599,0.475,-0.709862,-64632,-64563,-19.2467,-34.5908
49.6595,-88.7603,-0.00733038,0.492,0.683467,-64633,-64563,-18.4558,-22.8895
49.6835,-88.7603,0.0198968,0.446,-1.27488,-64631,-64560,-17.6648,-44.0714
49.7075,-88.7575,-0.00837758,0.497,1.50692,-64632,-64562,-17.9285,-18.5786
49.7315,-88.7589,0.0167552,0.48,-0.836415,-64633,-64561,-18.1921,-33.5526
49.7555,-88.7575,-0.00628319,0.498,1.00725,-64632,-64557,-18.1921,-16.5188
49.7795,-88.7575,0.0219911,0.509,-0.887725,-64632,-64559,-19.2467,-31.7843
49.8035,-88.7589,0.0010472,0.506,0.84288,-64632,-64561,-17.9285,-17.3422
49.8275,-88.7589,-0.0178024,0.536,-0.537861,-64632,-64560,-19.5104,-26.8334
49.8515,-88.7575,0.0324631,0.458,0.761045,-64632,-64563,-17.6648,-14.0578
49.8755,-88.7589,0.0020944,0.497,0.105371,-64633,-64561,-17.6648,-13.0946
49.9005,-88.7575,0.00837758,0.533,-0.711629,-64631,-64555,-18.4558,-24.6022
49.9245,-88.7575,-0.0240855,0.601,0.686236,-64633,-64567,-18.9831,-12.855
49.9485,-88.7589,-0.00942478,0.569,-1.36994,-64633,-64565,-20.8287,-35.5736
49.9725,-88.7616,-0.020944,0.65,0.967803,-64633,-64562,-18.7194,-18.646
49.9965,-88.7589,-0.00523599,0.595,-0.928249,-64631,-64558,-19.2467,-34.5437
50.0205,-88.7575,0.0115192,0.467,1.25162,-64632,-64560,-19.5104,-13.4896
50.0445,-88.7603,-0.0146608,0.603,-0.762669,-64633,-64560,-19.774,-27.0049
50.0685,-88.7603,0.0219911,0.547,0.358082,-64631,-64559,-18.4558,-20.4868
50.0925,-88.7575,0.00314159,0.536,-0.311379,-64631,-64561,-18.9831,-25.8572
50.1165,-88.7589,-0.00837758,0.591,0.0360023,-64631,-64560,-18.1921,-24.9657
50.1405,-88.7589,0.020944,0.496,-0.10482,-64632,-64560,-17.9285,-26.6852
50.1645,-88.7589,-0.00418879,0.547,0.198281,-64632,-64560,-18.7194,-23.3931
50.1885,-88.7589,-0.0178024,0.59,0.00215219,-64631,-64561,-19.5104,-23.5582
50.2125,-88.7589,-0.0188496,0.592,-0.0710508,-64632,-64560,-18.1921,-24.6993
50.2365,-88.7589,-0.00628319,0.522,0.0146664,-64632,-64561,-19.774,-24.3938
50.2605,-88.7589,-0.0136136,0.549,-0.11194,-64632,-64560,-17.9285,-26.2108
50.2845,-88.7575,0.0115192,0.528,0.0431669,-64631,-64559,-18.7194,-25.4029
50.3085,-88.7589,0.0167552,0.602,-0.0426667,-64632,-64559,-18.9831,-26.133
50.3325,-88.7603,-0.0188496,0.602,0.0524874,-64632,-64560,-18.4558,-25.2471
50.3565,-88.7589,-0.0178024,0.61,-0.0449245,-64632,-64559,-18.7194,-26.019
50.3805,-88.7575,0.0010472,0.599,0.0288009,-64633,-64561,-18.9831,-25.5122
50.4045,-88.7589,-0.0293215,0.61,-0.0503169,-64631,-64558,-18.7194,-26.3521
50.4285,-88.7589,-0.0178024,0.558,0.0387071,-64632,-64559,-18.7194,-25.6772
50.4525,-88.7589,-0.00314159,0.532,0.0334179,-64631,-64560,-18.7194,-25.1796
50.4765,-88.7575,0.00733038,0.591,-0.0707174,-64632,-64559,-18.9831,-26.3486
50.5005,-88.7575,-0.00628319,0.549,0.0548309,-64631,-64559,-18.9831,-25.397
50.5245,-88.7575,-0.00418879,0.56,-0.0487542,-64633,-64560,-19.2467,-26.2368
50.5485,-88.7589,-0.00837758,0.553,0.049809,-64632,-64560,-18.7194,-25.3867
50.5725,-88.7589,-0.0251327,0.663,0.0494315,-64631,-64562,-18.4558,-24.6416
50.5965,-88.7589,-0.00314159,0.598,-0.126309,-64632,-64559,-18.9831,-26.7224
50.6205,-88.7589,0.0240855,0.517,0.0895998,-64632,-64560,-18.9831,-25.1552
50.6445,-88.7589,0.0282743,0.564,-0.0643227,-64632,-64559,-18.7194,-26.279
50.6685,-88.7589,-0.0282743,0.676,0.07534,-64631,-64560,-18.4558,-25.0031
50.6925,-88.7589,-0.00942478,0.574,-0.0868245,-64631,-64558,-18.9831,-26.4756
50.7165,-88.7589,-0.00733038,0.634,0.0704744,-64632,-64560,-18.7194,-25.2551
50.7405,-88.7589,-0.0188496,0.605,-0.0385641,-64632,-64560,-18.7194,-25.9458
50.7645,-88.7575,-0.0230383,0.701,-0.00481171,-64632,-64559,-18.7194,-25.9846
50.7885,-88.7589,0.0167552,0.545,0.0528974,-64632,-64561,-18.7194,-25.129
50.8125,-88.7575,-0.0188496,0.645,-0.0497205,-64632,-64560,-19.2467,-25.9818
50.8365,-88.7589,0.0293215,0.57,0.00146433,-64631,-64558,-19.5104,-25.9085
50.8605,-88.7589,0.00314159,0.576,0.0205614,-64632,-64560,-19.2467,-25.5787
50.8845,-88.7589,0.00733038,0.613,0.0123784,-64632,-64561,-18.7194,-25.4007
50.9085,-88.7575,-0.0136136,0.691,0.0229702,-64632,-64562,-19.2467,-25.0438
50.9325,-88.7589,-0.00418879,0.535,-0.0339484,-64632,-64561,-19.2467,-25.6129
50.9565,-88.7589,-0.0146608,0.686,-0.0116334,-64632,-64560,-18.1921,-25.7665
50.9805,-88.7589,-0.0167552,0.596,-0.0151915,-64631,-64558,-18.9831,-25.9986
51.0045,-88.7589,0.0020944,0.577,0.0529841,-64632,-64561,-18.9831,-25.1315
51.0285,-88.7575,-0.00523599,0.6,0.0236985,-64631,-64562,-18.9831,-24.8035
51.0525,-88.7575,-0.020944,0.704,-0.0343481,-64631,-64561,-18.7194,-25.3792
51.0765,-88.7589,-0.00628319,0.69,-0.00850687,-64632,-64561,-18.4558,-25.482
51.1005,-88.7589,-0.00314159,0.651,0.0308223,-64631,-64561,-18.7194,-24.9779
51.1245,-88.7589,-0.0136136,0.68,-0.0425749,-64631,-64560,-19.774,-25.6929
51.1485,-88.7589,0.00523599,0.698,0.000327166,-64632,-64560,-18.9831,-25.6439
51.1725,-88.7589,-0.00837758,0.675,0.0456486,-64632,-64562,-18.7194,-24.9115
51.1965,-88.7589,0.020944,0.564,-0.0725123,-64633,-64561,-18.7194,-26.1229
51.2205,-88.7589,0.0240855,0.558,0.0365851,-64632,-64560,-19.2467,-25.4621
51.2445,-88.7589,-0.0282743,0.712,-0.0433161,-64632,-64559,-19.2467,-26.1953
51.2685,-88.7589,-0.0293215,0.696,0.0194963,-64633,-64560,-19.2467,-25.8387
51.2925,-88.7589,-0.0178024,0.699,0.0372452,-64632,-64561,-18.4558,-25.259
51.3165,-88.7575,-0.00837758,0.721,-0.00982625,-64631,-64560,-19.5104,-25.4543
51.3405,-88.7589,-0.0188496,0.689,0.050536,-64631,-64562,-18.9831,-24.6319
51.3645,-88.7575,-0.0020944,0.636,-0.0967817,-64632,-64560,-18.7194,-26.2381
51.3885,-88.7603,0.0020944,0.752,0.0185441,-64631,-64558,-18.7194,-25.8438
51.4125,-88.7603,-0.00837758,0.702,0.0901342,-64631,-64562,-18.7194,-24.4125
51.4365,-88.7589,-0.0178024,0.715,-0.137535,-64632,-64559,-18.4558,-26.7146
51.4605,-88.7589,-0.0272271,0.738,0.111819,-64632,-64561,-18.4558,-24.7788
51.4845,-88.7575,0.0146608,0.651,-0.0793745,-64631,-64559,-18.7194,-26.1682
51.5086,-88.7589,-0.0167552,0.698,0.113429,-64631,-64562,-18.7194,-24.2642
